Occupation	Occupation1	Gender	nIndividuals	AvgTaxableIncome	MedianTaxableIncome
2539 Other Medical Practitioners	253914 Ophthalmologist; Medical practitioner - specialist - ophthalmologist	Male	433	578838	438294
2539 Other Medical Practitioners	253914 Ophthalmologist; Medical practitioner - specialist - ophthalmologist	Total	586	492434	338575
2539 Other Medical Practitioners	253915 Medical practitioner - specialist - pathologist; Pathologist	Female	1687	101779	49390
2539 Other Medical Practitioners	253915 Medical practitioner - specialist - pathologist; Pathologist	Male	820	233937	218348
2539 Other Medical Practitioners	253915 Medical practitioner - specialist - pathologist; Pathologist	Total	2507	145006	63427
2539 Other Medical Practitioners	253917 Diagnostic and interventional radiologist; Medical practitioner - specialist - diagnostic and interventional radiologist; Radiologist - diagnostic and interventional	Female	742	223975	107521
2539 Other Medical Practitioners	253917 Diagnostic and interventional radiologist; Medical practitioner - specialist - diagnostic and interventional radiologist; Radiologist - diagnostic and interventional	Male	1188	415905	409963
2539 Other Medical Practitioners	253917 Diagnostic and interventional radiologist; Medical practitioner - specialist - diagnostic and interventional radiologist; Radiologist - diagnostic and interventional	Total	1930	342116	276095
2539 Other Medical Practitioners	253918 Radiologist - radiation oncologist; Radiation oncologist; Medical practitioner - specialist - radiation oncologist	Female	260	151528	90260
2539 Other Medical Practitioners	253918 Radiologist - radiation oncologist; Radiation oncologist; Medical practitioner - specialist - radiation oncologist	Male	254	344549	318136
2539 Other Medical Practitioners	253918 Radiologist - radiation oncologist; Radiation oncologist; Medical practitioner - specialist - radiation oncologist	Total	514	246912	136037
2539 Other Medical Practitioners	253999 Medical practitioner - sports physician; Medical practitioner - public health physician; Medical practitioner - other; Medical practitioner - specialist - nuclear medicine physician; Nuclear medicine physician; Occupational medicine specialist; Public health physician; Sports physician	Female	9070	130007	105344
2539 Other Medical Practitioners	253999 Medical practitioner - sports physician; Medical practitioner - public health physician; Medical practitioner - other; Medical practitioner - specialist - nuclear medicine physician; Nuclear medicine physician; Occupational medicine specialist; Public health physician; Sports physician	Male	9716	201359	143726
2539 Other Medical Practitioners	253999 Medical practitioner - sports physician; Medical practitioner - public health physician; Medical practitioner - other; Medical practitioner - specialist - nuclear medicine physician; Nuclear medicine physician; Occupational medicine specialist; Public health physician; Sports physician	Total	18786	166910	121447
2540 Midwifery and Nursing Professionals - type not specified	254000 Nurse - type not specified	Female	605	51061	48605
2540 Midwifery and Nursing Professionals - type not specified	254000 Nurse - type not specified	Male	64	66756	60629
2540 Midwifery and Nursing Professionals - type not specified	254000 Nurse - type not specified	Total	669	52563	49778
2541 Midwives	254111 Midwife; Nurse - midwifery	Female	18543	62540	60739
2541 Midwives	254111 Midwife; Nurse - midwifery	Male	386	75303	75671
2541 Midwives	254111 Midwife; Nurse - midwifery	Total	18929	62800	61018
2542 Nurse Educators and Researchers	254211 Clinical nurse educator; Nurse - nurse educator (inc. clinical); Nurse - staff development; Nurse educator (inc. clinical); Staff development nurse	Female	3909	67927	67260
2542 Nurse Educators and Researchers	254211 Clinical nurse educator; Nurse - nurse educator (inc. clinical); Nurse - staff development; Nurse educator (inc. clinical); Staff development nurse	Male	459	79302	78405
2542 Nurse Educators and Researchers	254211 Clinical nurse educator; Nurse - nurse educator (inc. clinical); Nurse - staff development; Nurse educator (inc. clinical); Staff development nurse	Total	4368	69122	68882
2542 Nurse Educators and Researchers	254212 Nurse - research; Research nurse	Female	1954	60154	57946
2542 Nurse Educators and Researchers	254212 Nurse - research; Research nurse	Male	207	67272	64939
2542 Nurse Educators and Researchers	254212 Nurse - research; Research nurse	Total	2161	60835	58492
2543 Nurse Managers	254311 Charge nurse; Manager - nurse (inc. unit) or supervisor; Nurse - charge; Nurse - nurse manager (inc. unit) or supervisor	Female	3942	74484	72286
2543 Nurse Managers	254311 Charge nurse; Manager - nurse (inc. unit) or supervisor; Nurse - charge; Nurse - nurse manager (inc. unit) or supervisor	Male	756	92439	84905
2543 Nurse Managers	254311 Charge nurse; Manager - nurse (inc. unit) or supervisor; Nurse - charge; Nurse - nurse manager (inc. unit) or supervisor	Total	4698	77374	74344
2544 Registered Nurses	254400 Registered Nurses nfd	Female	36	57776	55495
2544 Registered Nurses	254400 Registered Nurses nfd	Male	5	61494	65009
2544 Registered Nurses	254400 Registered Nurses nfd	Total	41	58229	55611
2544 Registered Nurses	254411 Nurse practitioner	Female	18165	61504	56599
2544 Registered Nurses	254411 Nurse practitioner	Male	1503	73444	72698
2544 Registered Nurses	254411 Nurse practitioner	Total	19668	62417	57723
2544 Registered Nurses	254412 Nurse - aged care; Aged care nurse; Gerontology nurse; Nurse - gerontology	Female	42948	46169	41745
2544 Registered Nurses	254412 Nurse - aged care; Aged care nurse; Gerontology nurse; Nurse - gerontology	Male	5060	53176	48524
2544 Registered Nurses	254412 Nurse - aged care; Aged care nurse; Gerontology nurse; Nurse - gerontology	Total	48008	46908	42326
2544 Registered Nurses	254413 Child and family health nurse; Nurse - child and family health	Female	4398	60508	58985
2544 Registered Nurses	254413 Child and family health nurse; Nurse - child and family health	Male	152	78139	78217
2544 Registered Nurses	254413 Child and family health nurse; Nurse - child and family health	Total	4550	61097	59692
2544 Registered Nurses	254414 Nurse - community health; Community health nurse; Health education and promotion nurse; Nurse - health education and promotion; Nurse - public health; Nurse - school; Public health nurse; School nurse	Female	15078	56569	53594
2544 Registered Nurses	254414 Nurse - community health; Community health nurse; Health education and promotion nurse; Nurse - health education and promotion; Nurse - public health; Nurse - school; Public health nurse; School nurse	Male	1631	68404	66803
2544 Registered Nurses	254414 Nurse - community health; Community health nurse; Health education and promotion nurse; Nurse - health education and promotion; Nurse - public health; Nurse - school; Public health nurse; School nurse	Total	16709	57724	54789
2544 Registered Nurses	254415 Acute care nurse; Emergency/trauma nurse; High dependency nurse; Neonatal intensive care nurse; Nurse - acute care; Nurse - emergency/trauma; Nurse - high dependency; Nurse - neonatal intensive care; Nurse - critical care and emergency; Critical care and emergency nurse; Nurse - paediatric intensive care; Paediatric intensive care nurse	Female	20075	65820	65654
2544 Registered Nurses	254415 Acute care nurse; Emergency/trauma nurse; High dependency nurse; Neonatal intensive care nurse; Nurse - acute care; Nurse - emergency/trauma; Nurse - high dependency; Nurse - neonatal intensive care; Nurse - critical care and emergency; Critical care and emergency nurse; Nurse - paediatric intensive care; Paediatric intensive care nurse	Male	3303	78430	79423
2544 Registered Nurses	254415 Acute care nurse; Emergency/trauma nurse; High dependency nurse; Neonatal intensive care nurse; Nurse - acute care; Nurse - emergency/trauma; Nurse - high dependency; Nurse - neonatal intensive care; Nurse - critical care and emergency; Critical care and emergency nurse; Nurse - paediatric intensive care; Paediatric intensive care nurse	Total	23378	67601	67781
2544 Registered Nurses	254416 Nurse - developmental disability; Developmental disability nurse; Mental retardation nurse; Nurse - mental retardation	Female	595	57681	56243
2544 Registered Nurses	254416 Nurse - developmental disability; Developmental disability nurse; Mental retardation nurse; Nurse - mental retardation	Male	207	66559	62429
2544 Registered Nurses	254416 Nurse - developmental disability; Developmental disability nurse; Mental retardation nurse; Nurse - mental retardation	Total	802	59973	57741
2544 Registered Nurses	254417 Disability and rehabilitation nurse; Nurse - rehabilitation; Rehabilitation nurse; Nurse - disability and rehabilitation	Female	3085	55519	52632
2544 Registered Nurses	254417 Disability and rehabilitation nurse; Nurse - rehabilitation; Rehabilitation nurse; Nurse - disability and rehabilitation	Male	691	60882	58911
2544 Registered Nurses	254417 Disability and rehabilitation nurse; Nurse - rehabilitation; Rehabilitation nurse; Nurse - disability and rehabilitation	Total	3776	56500	54171
2544 Registered Nurses	254418 Nurse - medical; Medical nurse	Female	37370	62969	60973
2544 Registered Nurses	254418 Nurse - medical; Medical nurse	Male	3808	76260	76178
2544 Registered Nurses	254418 Nurse - medical; Medical nurse	Total	41178	64198	62467
2544 Registered Nurses	254421 Medical practice nurse; Nurse - practice (medical); Practice (medical) nurse; Nurse - medical practice	Female	4723	52988	48964
2544 Registered Nurses	254421 Medical practice nurse; Nurse - practice (medical); Practice (medical) nurse; Nurse - medical practice	Male	158	67287	64637
2544 Registered Nurses	254421 Medical practice nurse; Nurse - practice (medical); Practice (medical) nurse; Nurse - medical practice	Total	4881	53451	49414
2544 Registered Nurses	254422 Nurse - mental health; Nurse - psychiatric; Psychiatric nurse; Child and adolescence mental health nurse; Drug and alcohol nurse; Mental health nurse; Nurse - child and adolescence mental health; Nurse - drug and alcohol; Nurse - psychogeriatric care; Psychogeriatric care nurse	Female	8013	69050	68478
2544 Registered Nurses	254422 Nurse - mental health; Nurse - psychiatric; Psychiatric nurse; Child and adolescence mental health nurse; Drug and alcohol nurse; Mental health nurse; Nurse - child and adolescence mental health; Nurse - drug and alcohol; Nurse - psychogeriatric care; Psychogeriatric care nurse	Male	3734	79199	79191
2544 Registered Nurses	254422 Nurse - mental health; Nurse - psychiatric; Psychiatric nurse; Child and adolescence mental health nurse; Drug and alcohol nurse; Mental health nurse; Nurse - child and adolescence mental health; Nurse - drug and alcohol; Nurse - psychogeriatric care; Psychogeriatric care nurse	Total	11747	72276	71987
2544 Registered Nurses	254423 Anaesthetic nurse; Nurse - anaesthetic; Nurse - operating room; Nurse - recovery; Operating room nurse; Perioperative nurse; Recovery nurse; Nurse - perioperative	Female	6538	61444	61505
2544 Registered Nurses	254423 Anaesthetic nurse; Nurse - anaesthetic; Nurse - operating room; Nurse - recovery; Operating room nurse; Perioperative nurse; Recovery nurse; Nurse - perioperative	Male	893	73176	75737
2544 Registered Nurses	254423 Anaesthetic nurse; Nurse - anaesthetic; Nurse - operating room; Nurse - recovery; Operating room nurse; Perioperative nurse; Recovery nurse; Nurse - perioperative	Total	7431	62854	63295
